sid,search,"splunk_server","_time","is_realtime","api_et","api_lt","event_count","exec_time","result_count","scan_count","search_et","search_lt",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_api_et","__mv_api_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_search_et","__mv_search_lt","__mv_status","__mv_total_run_time"
"1677744080.2330","| savedsearch instrumentation.deployment.clustering.indexer","rhel.hwf.sc4s","1677744080.885668",0,"1677560400.000000000","1677733199.000000000",0,1677744080,1,0,"1677560400.000000000","1677733199.000000000",completed,"0.023",,,,,,,,,,,,,,,
"1677744081.2331","| savedsearch instrumentation.usage.app.page","rhel.hwf.sc4s","1677744081.158699",0,"1677560400.000000000","1677733199.000000000",0,1677744081,0,0,"1677560400.000000000","1677733199.000000000",completed,"0.09",,,,,,,,,,,,,,,
"1677744081.2332","| savedsearch instrumentation.authentication.jwt","rhel.hwf.sc4s","1677744081.434682",0,"1677560400.000000000","1677733199.000000000",0,1677744081,1,0,"1677560400.000000000","1677733199.000000000",completed,"0.293",,,,,,,,,,,,,,,
"1677744087.2333","search index=_introspection sourcetype=splunk_telemetry | spath date | search  date>=2023-02-28 date<=2023-03-01 (visibility= *anonymous* OR visibility= *license* OR visibility= *support*)","rhel.hwf.sc4s","1677744087.465806",0,"1677744000.000000000","1677744087.000000000",149,1677744087,149,150,"1677744000.000000000","1677744087.000000000",completed,"0.099",,,,,,,,,,,,,,,
"1677916860.87","| savedsearch instrumentation.deployment.app","rhel.hwf.sc4s","1677916860.378059",0,"1677646800.000000000","1677905999.000000000",0,1677916860,35,0,"1677646800.000000000","1677905999.000000000",completed,"0.066",,,,,,,,,,,,,,,
"1677916860.88","| savedsearch instrumentation.topology.deployment.licensing.slave","rhel.hwf.sc4s","1677916860.676084",0,"1677646800.000000000","1677905999.000000000",0,1677916860,1,0,"1677646800.000000000","1677905999.000000000",completed,"0.016",,,,,,,,,,,,,,,
"1677916860.89","| savedsearch instrumentation.usage.search.report_acceleration","rhel.hwf.sc4s","1677916860.949834",0,"1677646800.000000000","1677905999.000000000",0,1677916860,1,0,"1677646800.000000000","1677905999.000000000",completed,"0.129",,,,,,,,,,,,,,,
"1677916861.90","| savedsearch instrumentation.usage.search.searchTelemetry","rhel.hwf.sc4s","1677916861.237719",0,"1677646800.000000000","1677905999.000000000",535,1677916861,1,535,"1677646800.000000000","1677905999.000000000",completed,"0.389",,,,,,,,,,,,,,,
"1677916861.91","| savedsearch instrumentation.usage.search.searchtelemetry.sourcetypeUsage","rhel.hwf.sc4s","1677916861.762442",0,"1677646800.000000000","1677905999.000000000",26244,1677916861,1,26244,"1677646800.000000000","1677905999.000000000",completed,"0.209",,,,,,,,,,,,,,,
"1677916862.92","| savedsearch instrumentation.usage.lookups.lookupDefinitions","rhel.hwf.sc4s","1677916862.243654",0,"1677646800.000000000","1677905999.000000000",0,1677916862,1,0,"1677646800.000000000","1677905999.000000000",completed,"0.254",,,,,,,,,,,,,,,
"1677916862.93","| savedsearch instrumentation.performance.bundleReplication","rhel.hwf.sc4s","1677916862.739523",0,"1677646800.000000000","1677905999.000000000",0,1677916862,0,0,"1677646800.000000000","1677905999.000000000",completed,"0.164",,,,,,,,,,,,,,,
"1677916863.94","| savedsearch instrumentation.performance.bundleReplicationCycle","rhel.hwf.sc4s","1677916863.028072",0,"1677646800.000000000","1677905999.000000000",0,1677916863,1,0,"1677646800.000000000","1677905999.000000000",completed,"0.17",,,,,,,,,,,,,,,
"1677916863.95","| savedsearch instrumentation.usage.metrics","rhel.hwf.sc4s","1677916863.294063",0,"1677646800.000000000","1677905999.000000000",0,1677916863,0,0,"1677915963.000000000","2147483647.000000000",completed,"0.023",,,,,,,,,,,,,,,
"1677916863.96","| savedsearch instrumentation.usage.rollup","rhel.hwf.sc4s","1677916863.582828",0,"1677646800.000000000","1677905999.000000000",0,1677916863,1,0,"1677646800.000000000","1677905999.000000000",completed,"0.11800000000000001",,,,,,,,,,,,,,,
"1677916863.97","| savedsearch instrumentation.usage.kvstore","rhel.hwf.sc4s","1677916863.877214",0,"1677646800.000000000","1677905999.000000000",0,1677916863,1,0,"1677646800.000000000","1677905999.000000000",completed,"0.191",,,,,,,,,,,,,,,
"1677916864.98","| savedsearch instrumentation.usage.kvstorebackuprestore","rhel.hwf.sc4s","1677916864.152608",0,"1677646800.000000000","1677905999.000000000",0,1677916864,0,0,"1677646800.000000000","1677905999.000000000",completed,"0.17500000000000002",,,,,,,,,,,,,,,
"1677916864.99","| savedsearch instrumentation.usage.healthMonitor.currentState","rhel.hwf.sc4s","1677916864.418654",0,"1677646800.000000000","1677905999.000000000",0,1677916864,1,0,"1677646800.000000000","1677905999.000000000",completed,"0.343",,,,,,,,,,,,,,,
"1677916864.100","| savedsearch instrumentation.usage.savedSearches.alerts","rhel.hwf.sc4s","1677916864.902390",0,"1677646800.000000000","1677905999.000000000",0,1677916864,268,0,"1677646800.000000000","1677905999.000000000",completed,"0.541",,,,,,,,,,,,,,,
"1677916866.101","| savedsearch instrumentation.usage.streamingMetricAlerts","rhel.hwf.sc4s","1677916866.047151",0,"1677646800.000000000","1677905999.000000000",0,1677916866,0,0,"1677646800.000000000","1677905999.000000000",completed,"0.11",,,,,,,,,,,,,,,
"1677916866.102","| savedsearch instrumentation.usage.durableSearch","rhel.hwf.sc4s","1677916866.318112",0,"1677646800.000000000","1677905999.000000000",0,1677916866,0,0,"1677646800.000000000","1677905999.000000000",completed,"0.52",,,,,,,,,,,,,,,
"1677916867.103","| savedsearch instrumentation.usage.rest","rhel.hwf.sc4s","1677916867.025556",0,"1677646800.000000000","1677905999.000000000",1095,1677916867,7,1107,"1677646800.000000000","1677905999.000000000",completed,"0.126",,,,,,,,,,,,,,,
"1677916867.104","| savedsearch instrumentation.usage.bucketmerge.standalone","rhel.hwf.sc4s","1677916867.329279",0,"1677646800.000000000","1677905999.000000000",0,1677916867,0,0,"1677646800.000000000","1677905999.000000000",completed,"0.17500000000000002",,,,,,,,,,,,,,,
"1677916867.105","| savedsearch instrumentation.usage.configtracker.info","rhel.hwf.sc4s","1677916867.593381",0,"1677646800.000000000","1677905999.000000000",0,1677916867,1,0,"1677646800.000000000","1677905999.000000000",completed,"0.105",,,,,,,,,,,,,,,
"1677916867.106","| savedsearch instrumentation.usage.configtracker.introspection","rhel.hwf.sc4s","1677916867.908760",0,"1677646800.000000000","1677905999.000000000",0,1677916867,1,1128,"1677646800.000000000","1677905999.000000000",completed,"0.202",,,,,,,,,,,,,,,
"1677916868.107","| savedsearch instrumentation.usage.configtracker.searches","rhel.hwf.sc4s","1677916868.180358",0,"1677646800.000000000","1677905999.000000000",484,1677916868,500,484,"1677646800.000000000","1677905999.000000000",completed,"0.221",,,,,,,,,,,,,,,
"1677916869.108","| savedsearch instrumentation.usage.s3tsidxcompression","rhel.hwf.sc4s","1677916869.539603",0,"1677646800.000000000","1677905999.000000000",0,1677916869,0,0,"1677646800.000000000","1677905999.000000000",completed,"0.305",,,,,,,,,,,,,,,
"1677916870.109","| savedsearch instrumentation.upgrade.kvstore.standalone","rhel.hwf.sc4s","1677916870.034932",0,"1677646800.000000000","1677905999.000000000",0,1677916870,1,0,"1677646800.000000000","1677905999.000000000",completed,"0.178",,,,,,,,,,,,,,,
"1677916870.110","| savedsearch instrumentation.upgrade.kvstore.shc","rhel.hwf.sc4s","1677916870.328521",0,"1677646800.000000000","1677905999.000000000",0,1677916870,0,2,"1677646800.000000000","1677905999.000000000",completed,"0.313",,,,,,,,,,,,,,,
"1677916877.111","| savedsearch instrumentation.performance.indexing","rhel.hwf.sc4s","1677916877.864757",0,"1677646800.000000000","1677905999.000000000",4613,1677916877,3,4613,"1677646800.000000000","1677905999.000000000",completed,"0.183",,,,,,,,,,,,,,,
"1677916878.112","| savedsearch instrumentation.performance.search","rhel.hwf.sc4s","1677916878.139932",0,"1677646800.000000000","1677905999.000000000",536,1677916878,3,536,"1677646800.000000000","1677905999.000000000",completed,"0.113",,,,,,,,,,,,,,,
"1677916878.113","| savedsearch instrumentation.usage.search.concurrent","rhel.hwf.sc4s","1677916878.440469",0,"1677646800.000000000","1677905999.000000000",38,1677916878,3,38,"1677646800.000000000","1677905999.000000000",completed,"0.123",,,,,,,,,,,,,,,
"1677916878.114","| savedsearch instrumentation.usage.users.active","rhel.hwf.sc4s","1677916878.720184",0,"1677646800.000000000","1677905999.000000000",636,1677916878,1,2810,"1677646800.000000000","1677905999.000000000",completed,"0.107",,,,,,,,,,,,,,,
"1677916878.115","| savedsearch instrumentation.deployment.node","rhel.hwf.sc4s","1677916878.987951",0,"1677646800.000000000","1677905999.000000000",220,1677916878,3,220,"1677646800.000000000","1677905999.000000000",completed,"0.372",,,,,,,,,,,,,,,
"1677916879.116","| savedsearch instrumentation.deployment.index","rhel.hwf.sc4s","1677916879.510620",0,"1677646800.000000000","1677905999.000000000",0,1677916879,16,0,"1677646800.000000000","1677905999.000000000",completed,"0.073",,,,,,,,,,,,,,,
"1677916879.117","| savedsearch instrumentation.usage.search.type","rhel.hwf.sc4s","1677916879.820437",0,"1677646800.000000000","1677905999.000000000",38,1677916879,3,38,"1677646800.000000000","1677905999.000000000",completed,"0.096",,,,,,,,,,,,,,,
"1677916880.118","| savedsearch instrumentation.licensing.stack","rhel.hwf.sc4s","1677916880.099493",0,"1677646800.000000000","1677905999.000000000",2,1677916880,2,2,"1677646800.000000000","1677905999.000000000",completed,"0.097",,,,,,,,,,,,,,,
"1677916880.119","| savedsearch instrumentation.deployment.forwarders","rhel.hwf.sc4s","1677916880.371093",0,"1677646800.000000000","1677905999.000000000",0,1677916880,0,0,"1677646800.000000000","1677905999.000000000",completed,"0.083",,,,,,,,,,,,,,,
"1677916880.120","| savedsearch instrumentation.usage.indexing.sourcetype","rhel.hwf.sc4s","1677916880.663350",0,"1677646800.000000000","1677905999.000000000",44760,1677916880,71,44760,"1677646800.000000000","1677905999.000000000",completed,"0.3",,,,,,,,,,,,,,,
"1677916881.121","| savedsearch instrumentation.deployment.clustering.indexer","rhel.hwf.sc4s","1677916881.201436",0,"1677646800.000000000","1677905999.000000000",0,1677916881,1,0,"1677646800.000000000","1677905999.000000000",completed,"0.022",,,,,,,,,,,,,,,
"1677916881.122","| savedsearch instrumentation.usage.app.page","rhel.hwf.sc4s","1677916881.501365",0,"1677646800.000000000","1677905999.000000000",14,1677916881,9,131,"1677646800.000000000","1677905999.000000000",completed,"0.09",,,,,,,,,,,,,,,
"1677916881.123","| savedsearch instrumentation.authentication.jwt","rhel.hwf.sc4s","1677916881.788960",0,"1677646800.000000000","1677905999.000000000",0,1677916881,1,0,"1677646800.000000000","1677905999.000000000",completed,"0.275",,,,,,,,,,,,,,,
"1677916887.124","search index=_introspection sourcetype=splunk_telemetry | spath date | search  date>=2023-03-01 date<=2023-03-03 (visibility= *anonymous* OR visibility= *license* OR visibility= *support*)","rhel.hwf.sc4s","1677916887.798534",0,"1677916800.000000000","1677916887.000000000",922,1677916887,922,923,"1677916800.000000000","1677916887.000000000",completed,"0.093",,,,,,,,,,,,,,,
"1678003260.290","| savedsearch instrumentation.deployment.app","rhel.hwf.sc4s","1678003260.416436",0,"1677819600.000000000","1677992399.000000000",0,1678003260,36,0,"1677819600.000000000","1677992399.000000000",completed,"0.062",,,,,,,,,,,,,,,
"1678003260.291","| savedsearch instrumentation.topology.deployment.licensing.slave","rhel.hwf.sc4s","1678003260.715220",0,"1677819600.000000000","1677992399.000000000",0,1678003260,1,0,"1677819600.000000000","1677992399.000000000",completed,"0.019",,,,,,,,,,,,,,,
"1678003260.292","| savedsearch instrumentation.usage.search.report_acceleration","rhel.hwf.sc4s","1678003260.996705",0,"1677819600.000000000","1677992399.000000000",0,1678003261,1,0,"1677819600.000000000","1677992399.000000000",completed,"0.14100000000000001",,,,,,,,,,,,,,,
"1678003261.293","| savedsearch instrumentation.usage.search.searchTelemetry","rhel.hwf.sc4s","1678003261.279838",0,"1677819600.000000000","1677992399.000000000",3311,1678003261,1,3311,"1677819600.000000000","1677992399.000000000",completed,"0.669",,,,,,,,,,,,,,,
"1678003262.294","| savedsearch instrumentation.usage.search.searchtelemetry.sourcetypeUsage","rhel.hwf.sc4s","1678003262.246526",0,"1677819600.000000000","1677992399.000000000",92751,1678003262,1,92751,"1677819600.000000000","1677992399.000000000",completed,"0.342",,,,,,,,,,,,,,,
"1678003262.295","| savedsearch instrumentation.usage.lookups.lookupDefinitions","rhel.hwf.sc4s","1678003262.729654",0,"1677819600.000000000","1677992399.000000000",0,1678003262,1,0,"1677819600.000000000","1677992399.000000000",completed,"0.276",,,,,,,,,,,,,,,
"1678003263.296","| savedsearch instrumentation.performance.bundleReplication","rhel.hwf.sc4s","1678003263.234877",0,"1677819600.000000000","1677992399.000000000",0,1678003263,0,0,"1677819600.000000000","1677992399.000000000",completed,"0.185",,,,,,,,,,,,,,,
"1678003263.297","| savedsearch instrumentation.performance.bundleReplicationCycle","rhel.hwf.sc4s","1678003263.523613",0,"1677819600.000000000","1677992399.000000000",0,1678003263,1,0,"1677819600.000000000","1677992399.000000000",completed,"0.184",,,,,,,,,,,,,,,
"1678003263.298","| savedsearch instrumentation.usage.metrics","rhel.hwf.sc4s","1678003263.793486",0,"1677819600.000000000","1677992399.000000000",0,1678003263,0,0,"1678002363.000000000","2147483647.000000000",completed,"0.025",,,,,,,,,,,,,,,
"1678003264.299","| savedsearch instrumentation.usage.rollup","rhel.hwf.sc4s","1678003264.059596",0,"1677819600.000000000","1677992399.000000000",0,1678003264,1,0,"1677819600.000000000","1677992399.000000000",completed,"0.17200000000000001",,,,,,,,,,,,,,,
"1678003264.300","| savedsearch instrumentation.usage.kvstore","rhel.hwf.sc4s","1678003264.368725",0,"1677819600.000000000","1677992399.000000000",0,1678003264,1,0,"1677819600.000000000","1677992399.000000000",completed,"0.728",,,,,,,,,,,,,,,
"1678003265.301","| savedsearch instrumentation.usage.kvstorebackuprestore","rhel.hwf.sc4s","1678003265.364206",0,"1677819600.000000000","1677992399.000000000",0,1678003265,0,0,"1677819600.000000000","1677992399.000000000",completed,"0.255",,,,,,,,,,,,,,,
"1678003265.302","| savedsearch instrumentation.usage.healthMonitor.currentState","rhel.hwf.sc4s","1678003265.844750",0,"1677819600.000000000","1677992399.000000000",0,1678003265,1,0,"1677819600.000000000","1677992399.000000000",completed,"0.528",,,,,,,,,,,,,,,
"1678003266.303","| savedsearch instrumentation.usage.savedSearches.alerts","rhel.hwf.sc4s","1678003266.541492",0,"1677819600.000000000","1677992399.000000000",0,1678003266,268,0,"1677819600.000000000","1677992399.000000000",completed,"0.5680000000000001",,,,,,,,,,,,,,,
"1678003267.304","| savedsearch instrumentation.usage.streamingMetricAlerts","rhel.hwf.sc4s","1678003267.734885",0,"1677819600.000000000","1677992399.000000000",0,1678003267,0,0,"1677819600.000000000","1677992399.000000000",completed,"0.115",,,,,,,,,,,,,,,
"1678003268.305","| savedsearch instrumentation.usage.durableSearch","rhel.hwf.sc4s","1678003268.018885",0,"1677819600.000000000","1677992399.000000000",0,1678003268,0,0,"1677819600.000000000","1677992399.000000000",completed,"0.5680000000000001",,,,,,,,,,,,,,,
"1678003268.306","| savedsearch instrumentation.usage.rest","rhel.hwf.sc4s","1678003268.701100",0,"1677819600.000000000","1677992399.000000000",1040,1678003268,7,1056,"1677819600.000000000","1677992399.000000000",completed,"0.135",,,,,,,,,,,,,,,
"1678003268.307","| savedsearch instrumentation.usage.bucketmerge.standalone","rhel.hwf.sc4s","1678003268.984076",0,"1677819600.000000000","1677992399.000000000",0,1678003268,0,0,"1677819600.000000000","1677992399.000000000",completed,"0.189",,,,,,,,,,,,,,,
"1678003269.308","| savedsearch instrumentation.usage.configtracker.info","rhel.hwf.sc4s","1678003269.253202",0,"1677819600.000000000","1677992399.000000000",0,1678003269,1,0,"1677819600.000000000","1677992399.000000000",completed,"0.115",,,,,,,,,,,,,,,
"1678003269.309","| savedsearch instrumentation.usage.configtracker.introspection","rhel.hwf.sc4s","1678003269.559020",0,"1677819600.000000000","1677992399.000000000",0,1678003269,1,4045,"1677819600.000000000","1677992399.000000000",completed,"0.269",,,,,,,,,,,,,,,
"1678003270.310","| savedsearch instrumentation.usage.configtracker.searches","rhel.hwf.sc4s","1678003270.037222",0,"1677819600.000000000","1677992399.000000000",5339,1678003270,500,5339,"1677819600.000000000","1677992399.000000000",completed,"0.263",,,,,,,,,,,,,,,
"1678003271.311","| savedsearch instrumentation.usage.s3tsidxcompression","rhel.hwf.sc4s","1678003271.100417",0,"1677819600.000000000","1677992399.000000000",0,1678003271,0,0,"1677819600.000000000","1677992399.000000000",completed,"0.263",,,,,,,,,,,,,,,
"1678003271.312","| savedsearch instrumentation.upgrade.kvstore.standalone","rhel.hwf.sc4s","1678003271.576685",0,"1677819600.000000000","1677992399.000000000",0,1678003271,1,0,"1677819600.000000000","1677992399.000000000",completed,"0.185",,,,,,,,,,,,,,,
"1678003271.313","| savedsearch instrumentation.upgrade.kvstore.shc","rhel.hwf.sc4s","1678003271.852043",0,"1677819600.000000000","1677992399.000000000",0,1678003271,0,2,"1677819600.000000000","1677992399.000000000",completed,"0.28400000000000003",,,,,,,,,,,,,,,
"1678003279.314","| savedsearch instrumentation.performance.indexing","rhel.hwf.sc4s","1678003279.530279",0,"1677819600.000000000","1677992399.000000000",3831,1678003279,2,3831,"1677819600.000000000","1677992399.000000000",completed,"0.328",,,,,,,,,,,,,,,
"1678003280.315","| savedsearch instrumentation.performance.search","rhel.hwf.sc4s","1678003280.076027",0,"1677819600.000000000","1677992399.000000000",672,1678003280,2,672,"1677819600.000000000","1677992399.000000000",completed,"0.129",,,,,,,,,,,,,,,
"1678003280.316","| savedsearch instrumentation.usage.search.concurrent","rhel.hwf.sc4s","1678003280.380505",0,"1677819600.000000000","1677992399.000000000",198,1678003280,2,198,"1677819600.000000000","1677992399.000000000",completed,"0.124",,,,,,,,,,,,,,,
"1678003280.317","| savedsearch instrumentation.usage.users.active","rhel.hwf.sc4s","1678003280.679093",0,"1677819600.000000000","1677992399.000000000",7633,1678003280,2,9388,"1677819600.000000000","1677992399.000000000",completed,"0.179",,,,,,,,,,,,,,,
"1678003280.318","| savedsearch instrumentation.deployment.node","rhel.hwf.sc4s","1678003280.964594",0,"1677819600.000000000","1677992399.000000000",200,1678003280,2,200,"1677819600.000000000","1677992399.000000000",completed,"0.424",,,,,,,,,,,,,,,
"1678003281.319","| savedsearch instrumentation.deployment.index","rhel.hwf.sc4s","1678003281.698500",0,"1677819600.000000000","1677992399.000000000",0,1678003281,16,0,"1677819600.000000000","1677992399.000000000",completed,"0.074",,,,,,,,,,,,,,,
"1678003282.320","| savedsearch instrumentation.usage.search.type","rhel.hwf.sc4s","1678003282.012456",0,"1677819600.000000000","1677992399.000000000",198,1678003282,2,198,"1677819600.000000000","1677992399.000000000",completed,"0.111",,,,,,,,,,,,,,,
"1678003282.321","| savedsearch instrumentation.licensing.stack","rhel.hwf.sc4s","1678003282.292852",0,"1677819600.000000000","1677992399.000000000",1,1678003282,1,1,"1677819600.000000000","1677992399.000000000",completed,"0.106",,,,,,,,,,,,,,,
"1678003282.322","| savedsearch instrumentation.deployment.forwarders","rhel.hwf.sc4s","1678003282.565992",0,"1677819600.000000000","1677992399.000000000",0,1678003282,0,0,"1677819600.000000000","1677992399.000000000",completed,"0.092",,,,,,,,,,,,,,,
"1678003282.323","| savedsearch instrumentation.usage.indexing.sourcetype","rhel.hwf.sc4s","1678003282.837586",0,"1677819600.000000000","1677992399.000000000",38238,1678003282,69,38238,"1677819600.000000000","1677992399.000000000",completed,"0.306",,,,,,,,,,,,,,,
"1678003283.324","| savedsearch instrumentation.deployment.clustering.indexer","rhel.hwf.sc4s","1678003283.392576",0,"1677819600.000000000","1677992399.000000000",0,1678003283,1,0,"1677819600.000000000","1677992399.000000000",completed,"0.023",,,,,,,,,,,,,,,
"1678003283.325","| savedsearch instrumentation.usage.app.page","rhel.hwf.sc4s","1678003283.701943",0,"1677819600.000000000","1677992399.000000000",74,1678003283,45,376,"1677819600.000000000","1677992399.000000000",completed,"0.117",,,,,,,,,,,,,,,
"1678003284.326","| savedsearch instrumentation.authentication.jwt","rhel.hwf.sc4s","1678003284.076681",0,"1677819600.000000000","1677992399.000000000",0,1678003284,1,0,"1677819600.000000000","1677992399.000000000",completed,"0.319",,,,,,,,,,,,,,,
"1678003290.327","search index=_introspection sourcetype=splunk_telemetry | spath date | search  date>=2023-03-03 date<=2023-03-04 (visibility= *anonymous* OR visibility= *license* OR visibility= *support*)","rhel.hwf.sc4s","1678003290.101130",0,"1678003200.000000000","1678003290.000000000",953,1678003290,953,953,"1678003200.000000000","1678003290.000000000",completed,"0.10300000000000001",,,,,,,,,,,,,,,
"1678089660.692","| savedsearch instrumentation.deployment.app","rhel.hwf.sc4s","1678089660.420528",0,"1677906000.000000000","1678078799.000000000",0,1678089660,36,0,"1677906000.000000000","1678078799.000000000",completed,"0.053",,,,,,,,,,,,,,,
"1678089660.693","| savedsearch instrumentation.topology.deployment.licensing.slave","rhel.hwf.sc4s","1678089660.742375",0,"1677906000.000000000","1678078799.000000000",0,1678089660,1,0,"1677906000.000000000","1678078799.000000000",completed,"0.016",,,,,,,,,,,,,,,
"1678089661.694","| savedsearch instrumentation.usage.search.report_acceleration","rhel.hwf.sc4s","1678089661.018853",0,"1677906000.000000000","1678078799.000000000",0,1678089661,1,0,"1677906000.000000000","1678078799.000000000",completed,"0.14",,,,,,,,,,,,,,,
"1678089661.695","| savedsearch instrumentation.usage.search.searchTelemetry","rhel.hwf.sc4s","1678089661.299704",0,"1677906000.000000000","1678078799.000000000",7869,1678089661,1,7869,"1677906000.000000000","1678078799.000000000",completed,"1.067",,,,,,,,,,,,,,,
"1678089662.696","| savedsearch instrumentation.usage.search.searchtelemetry.sourcetypeUsage","rhel.hwf.sc4s","1678089662.695218",0,"1677906000.000000000","1678078799.000000000",143124,1678089662,1,143124,"1677906000.000000000","1678078799.000000000",completed,"0.42",,,,,,,,,,,,,,,
"1678089663.697","| savedsearch instrumentation.usage.lookups.lookupDefinitions","rhel.hwf.sc4s","1678089663.395007",0,"1677906000.000000000","1678078799.000000000",0,1678089663,1,0,"1677906000.000000000","1678078799.000000000",completed,"0.274",,,,,,,,,,,,,,,
"1678089663.698","| savedsearch instrumentation.performance.bundleReplication","rhel.hwf.sc4s","1678089663.905901",0,"1677906000.000000000","1678078799.000000000",0,1678089663,0,0,"1677906000.000000000","1678078799.000000000",completed,"0.18",,,,,,,,,,,,,,,
"1678089664.699","| savedsearch instrumentation.performance.bundleReplicationCycle","rhel.hwf.sc4s","1678089664.194399",0,"1677906000.000000000","1678078799.000000000",0,1678089664,1,0,"1677906000.000000000","1678078799.000000000",completed,"0.78",,,,,,,,,,,,,,,
"1678089665.700","| savedsearch instrumentation.usage.metrics","rhel.hwf.sc4s","1678089665.251532",0,"1677906000.000000000","1678078799.000000000",0,1678089665,0,0,"1678088765.000000000","2147483647.000000000",completed,"0.049",,,,,,,,,,,,,,,
"1678089665.701","| savedsearch instrumentation.usage.rollup","rhel.hwf.sc4s","1678089665.523287",0,"1677906000.000000000","1678078799.000000000",0,1678089665,1,0,"1677906000.000000000","1678078799.000000000",completed,"0.135",,,,,,,,,,,,,,,
"1678089665.702","| savedsearch instrumentation.usage.kvstore","rhel.hwf.sc4s","1678089665.826085",0,"1677906000.000000000","1678078799.000000000",0,1678089665,1,0,"1677906000.000000000","1678078799.000000000",completed,"0.21",,,,,,,,,,,,,,,
"1678089666.703","| savedsearch instrumentation.usage.kvstorebackuprestore","rhel.hwf.sc4s","1678089666.313870",0,"1677906000.000000000","1678078799.000000000",0,1678089666,0,0,"1677906000.000000000","1678078799.000000000",completed,"0.229",,,,,,,,,,,,,,,
"1678089666.704","| savedsearch instrumentation.usage.healthMonitor.currentState","rhel.hwf.sc4s","1678089666.788904",0,"1677906000.000000000","1678078799.000000000",0,1678089666,1,0,"1677906000.000000000","1678078799.000000000",completed,"0.494",,,,,,,,,,,,,,,
"1678089667.705","| savedsearch instrumentation.usage.savedSearches.alerts","rhel.hwf.sc4s","1678089667.492254",0,"1677906000.000000000","1678078799.000000000",0,1678089667,268,0,"1677906000.000000000","1678078799.000000000",completed,"0.5740000000000001",,,,,,,,,,,,,,,
"1678089668.706","| savedsearch instrumentation.usage.streamingMetricAlerts","rhel.hwf.sc4s","1678089668.743153",0,"1677906000.000000000","1678078799.000000000",0,1678089668,0,0,"1677906000.000000000","1678078799.000000000",completed,"0.121",,,,,,,,,,,,,,,
"1678089669.707","| savedsearch instrumentation.usage.durableSearch","rhel.hwf.sc4s","1678089669.045071",0,"1677906000.000000000","1678078799.000000000",0,1678089669,0,0,"1677906000.000000000","1678078799.000000000",completed,"0.551",,,,,,,,,,,,,,,
"1678089669.708","| savedsearch instrumentation.usage.rest","rhel.hwf.sc4s","1678089669.757647",0,"1677906000.000000000","1678078799.000000000",1377,1678089669,7,1411,"1677906000.000000000","1678078799.000000000",completed,"0.138",,,,,,,,,,,,,,,
"1678089670.709","| savedsearch instrumentation.usage.bucketmerge.standalone","rhel.hwf.sc4s","1678089670.044114",0,"1677906000.000000000","1678078799.000000000",0,1678089670,0,0,"1677906000.000000000","1678078799.000000000",completed,"0.196",,,,,,,,,,,,,,,
"1678089670.710","| savedsearch instrumentation.usage.configtracker.info","rhel.hwf.sc4s","1678089670.313390",0,"1677906000.000000000","1678078799.000000000",0,1678089670,1,0,"1677906000.000000000","1678078799.000000000",completed,"0.114",,,,,,,,,,,,,,,
"1678089670.711","| savedsearch instrumentation.usage.configtracker.introspection","rhel.hwf.sc4s","1678089670.604735",0,"1677906000.000000000","1678078799.000000000",0,1678089670,1,8114,"1677906000.000000000","1678078799.000000000",completed,"0.355",,,,,,,,,,,,,,,
"1678089671.712","| savedsearch instrumentation.usage.configtracker.searches","rhel.hwf.sc4s","1678089671.096948",0,"1677906000.000000000","1678078799.000000000",11353,1678089671,287,11353,"1677906000.000000000","1678078799.000000000",completed,"0.268",,,,,,,,,,,,,,,
"1678089671.713","| savedsearch instrumentation.usage.s3tsidxcompression","rhel.hwf.sc4s","1678089671.974542",0,"1677906000.000000000","1678078799.000000000",0,1678089671,0,0,"1677906000.000000000","1678078799.000000000",completed,"0.273",,,,,,,,,,,,,,,
"1678089672.714","| savedsearch instrumentation.upgrade.kvstore.standalone","rhel.hwf.sc4s","1678089672.464803",0,"1677906000.000000000","1678078799.000000000",0,1678089672,1,0,"1677906000.000000000","1678078799.000000000",completed,"0.185",,,,,,,,,,,,,,,
"1678089672.715","| savedsearch instrumentation.upgrade.kvstore.shc","rhel.hwf.sc4s","1678089672.750821",0,"1677906000.000000000","1678078799.000000000",0,1678089672,0,3,"1677906000.000000000","1678078799.000000000",completed,"0.295",,,,,,,,,,,,,,,
"1678089680.716","| savedsearch instrumentation.performance.indexing","rhel.hwf.sc4s","1678089680.337796",0,"1677906000.000000000","1678078799.000000000",5571,1678089680,2,5571,"1677906000.000000000","1678078799.000000000",completed,"0.28600000000000003",,,,,,,,,,,,,,,
"1678089680.717","| savedsearch instrumentation.performance.search","rhel.hwf.sc4s","1678089680.820073",0,"1677906000.000000000","1678078799.000000000",938,1678089680,2,938,"1677906000.000000000","1678078799.000000000",completed,"0.147",,,,,,,,,,,,,,,
"1678089681.718","| savedsearch instrumentation.usage.search.concurrent","rhel.hwf.sc4s","1678089681.106188",0,"1677906000.000000000","1678078799.000000000",246,1678089681,2,246,"1677906000.000000000","1678078799.000000000",completed,"0.14200000000000002",,,,,,,,,,,,,,,
