sid,search,"splunk_server","_time","is_realtime","event_count","exec_time","result_count","scan_count",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time"
"1678122001.860","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678122001.529511",0,0,1678122001,1,0,completed,"0.026000000000000002",,,,,,,,,,,
"1678122001.861","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678122001.537872",0,0,1678122001,1,0,completed,"0.02",,,,,,,,,,,
"1678129200.874","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678129200.730733",0,0,1678129200,1,0,completed,"0.248",,,,,,,,,,,
"1678129200.877","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678129200.899870",0,0,1678129200,1,0,completed,"0.304",,,,,,,,,,,
"1678129200.878","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678129200.975894",0,0,1678129201,1,0,completed,"0.37",,,,,,,,,,,
"1678129201.879","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678129201.026694",0,0,1678129201,1,0,completed,"0.297",,,,,,,,,,,
"1678129201.880","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678129201.169233",0,0,1678129201,1,0,completed,"0.24",,,,,,,,,,,
"1678129201.881","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678129201.313752",0,0,1678129201,1,0,completed,"0.166",,,,,,,,,,,
"1678129201.882","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678129201.380331",0,0,1678129201,1,0,completed,"0.124",,,,,,,,,,,
"1678129201.883","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678129201.535463",0,0,1678129201,1,0,completed,"0.14400000000000002",,,,,,,,,,,
"1678129201.884","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678129201.649639",0,0,1678129201,1,0,completed,"0.10400000000000001",,,,,,,,,,,
"1678129201.885","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678129201.788435",0,0,1678129201,1,0,completed,"0.07100000000000001",,,,,,,,,,,
"1678136400.900","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678136400.613172",0,0,1678136401,1,0,completed,"0.35100000000000003",,,,,,,,,,,
"1678136401.901","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678136401.103080",0,0,1678136401,1,0,completed,"0.223",,,,,,,,,,,
"1678136401.902","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678136401.114306",0,0,1678136401,1,0,completed,"0.40900000000000003",,,,,,,,,,,
"1678136401.903","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678136401.299194",0,0,1678136401,1,0,completed,"0.107",,,,,,,,,,,
"1678136401.905","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678136401.650270",0,0,1678136401,1,0,completed,"0.183",,,,,,,,,,,
"1678136401.906","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678136401.674045",0,0,1678136401,1,0,completed,"0.198",,,,,,,,,,,
"1678136401.907","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678136401.742065",0,0,1678136401,1,0,completed,"0.158",,,,,,,,,,,
"1678136401.908","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678136401.765622",0,0,1678136401,1,0,completed,"0.16",,,,,,,,,,,
"1678136401.909","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678136401.785350",0,0,1678136401,1,0,completed,"0.14400000000000002",,,,,,,,,,,
"1678136402.910","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678136402.002436",0,0,1678136402,1,0,completed,"0.077",,,,,,,,,,,
"1678136402.911","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678136402.007743",0,0,1678136402,1,0,completed,"0.059000000000000004",,,,,,,,,,,
"1678143600.927","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678143600.519407",0,0,1678143600,1,0,completed,"0.224",,,,,,,,,,,
"1678143600.928","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678143600.726585",0,0,1678143600,1,0,completed,"0.27",,,,,,,,,,,
"1678143600.929","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678143600.928114",0,0,1678143601,1,0,completed,"0.115",,,,,,,,,,,
"1678143601.930","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678143601.070275",0,0,1678143601,1,0,completed,"0.121",,,,,,,,,,,
"1678143601.931","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678143601.100287",0,0,1678143601,1,0,completed,"0.159",,,,,,,,,,,
"1678143601.932","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678143601.191195",0,0,1678143601,1,0,completed,"0.11",,,,,,,,,,,
"1678143601.933","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678143601.300624",0,0,1678143601,1,0,completed,"0.088",,,,,,,,,,,
"1678143601.934","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678143601.323293",0,0,1678143601,1,0,completed,"0.059000000000000004",,,,,,,,,,,
"1678143601.935","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678143601.478496",0,0,1678143601,1,0,completed,"0.029",,,,,,,,,,,
"1678143601.936","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678143601.517262",0,0,1678143601,1,0,completed,"0.022",,,,,,,,,,,
"1678147201.944","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678147201.105129",0,0,1678147201,1,0,completed,"0.14100000000000001",,,,,,,,,,,
"1678147201.945","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678147201.310496",0,0,1678147201,1,0,completed,"0.126",,,,,,,,,,,
"1678147201.946","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678147201.431320",0,0,1678147201,1,0,completed,"0.032",,,,,,,,,,,
"1678147201.948","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678147201.598872",0,0,1678147201,1,0,completed,"0.038",,,,,,,,,,,
"1678150800.957","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678150800.654342",0,0,1678150801,1,0,completed,"0.178",,,,,,,,,,,
"1678150800.958","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678150800.731529",0,0,1678150801,1,0,completed,"0.23600000000000002",,,,,,,,,,,
"1678150801.959","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678150801.011792",0,0,1678150801,1,0,completed,"0.14300000000000002",,,,,,,,,,,
"1678150801.960","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678150801.225251",0,0,1678150801,1,0,completed,"0.167",,,,,,,,,,,
"1678150801.961","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678150801.281559",0,0,1678150801,1,0,completed,"0.23600000000000002",,,,,,,,,,,
"1678150801.963","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678150801.415334",0,0,1678150801,1,0,completed,"0.135",,,,,,,,,,,
"1678150801.964","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678150801.443622",0,0,1678150801,1,0,completed,"0.157",,,,,,,,,,,
"1678150801.965","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678150801.535453",0,0,1678150801,1,0,completed,"0.138",,,,,,,,,,,
"1678150801.966","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678150801.761531",0,0,1678150801,1,0,completed,"0.03",,,,,,,,,,,
"1678158000.979","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678158000.527050",0,0,1678158000,1,0,completed,"0.052000000000000005",,,,,,,,,,,
"1678158000.980","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678158000.800711",0,0,1678158000,1,0,completed,"0.309",,,,,,,,,,,
"1678158000.982","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678158000.933893",0,0,1678158001,1,0,completed,"0.192",,,,,,,,,,,
"1678158001.985","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678158001.168052",0,0,1678158001,1,0,completed,"0.192",,,,,,,,,,,
"1678158001.986","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678158001.219383",0,0,1678158001,1,0,completed,"0.13",,,,,,,,,,,
"1678158001.987","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678158001.338352",0,0,1678158001,1,0,completed,"0.094",,,,,,,,,,,
"1678158001.988","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678158001.345156",0,0,1678158001,1,0,completed,"0.137",,,,,,,,,,,
"1678158001.989","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678158001.455755",0,0,1678158001,1,0,completed,"0.047",,,,,,,,,,,
"1678158001.990","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678158001.581471",0,0,1678158001,1,0,completed,"0.043000000000000003",,,,,,,,,,,
"1678165200.1003","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678165200.554702",0,0,1678165201,1,0,completed,"0.609",,,,,,,,,,,
"1678165200.1006","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678165200.901742",0,0,1678165200,1,0,completed,"0.10300000000000001",,,,,,,,,,,
"1678165201.1007","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678165201.117321",0,0,1678165201,1,0,completed,"0.328",,,,,,,,,,,
"1678165201.1008","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678165201.143683",0,0,1678165201,1,0,completed,"0.23",,,,,,,,,,,
"1678165201.1009","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678165201.212532",0,0,1678165201,1,0,completed,"0.256",,,,,,,,,,,
"1678165201.1010","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678165201.600515",0,0,1678165201,1,0,completed,"0.08700000000000001",,,,,,,,,,,
"1678165201.1011","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678165201.670980",0,0,1678165201,1,0,completed,"0.226",,,,,,,,,,,
"1678165201.1012","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678165201.743880",0,0,1678165201,1,0,completed,"0.176",,,,,,,,,,,
"1678165201.1013","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678165201.911645",0,0,1678165201,1,0,completed,"0.058",,,,,,,,,,,
"1678165201.1014","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678165201.995009",0,0,1678165202,1,0,completed,"0.07200000000000001",,,,,,,,,,,
"1678168801.1024","| rest /services/configs/conf-server/sslConfig","rhel.hwf.sc4s","1678168801.741247",0,0,1678168801,1,0,completed,"0.039",,,,,,,,,,,
"1678168801.1025","| rest /services/configs/conf-server/kvstore","rhel.hwf.sc4s","1678168801.818151",0,0,1678168801,1,0,completed,"0.022",,,,,,,,,,,
"1678172400.1035","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678172400.502348",0,0,1678172400,1,0,completed,"0.386",,,,,,,,,,,
"1678172400.1036","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678172400.964588",0,0,1678172401,1,0,completed,"0.36",,,,,,,,,,,
"1678172401.1037","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678172401.026569",0,0,1678172401,1,0,completed,"0.154",,,,,,,,,,,
"1678172401.1038","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678172401.087343",0,0,1678172401,1,0,completed,"0.187",,,,,,,,,,,
"1678172401.1039","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678172401.239381",0,0,1678172401,1,0,completed,"0.191",,,,,,,,,,,
"1678172401.1040","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678172401.366401",0,0,1678172401,1,0,completed,"0.106",,,,,,,,,,,
"1678172401.1041","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678172401.422429",0,0,1678172401,1,0,completed,"0.156",,,,,,,,,,,
"1678172401.1042","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678172401.570273",0,0,1678172401,1,0,completed,"0.039",,,,,,,,,,,
"1678172401.1043","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678172401.614491",0,0,1678172401,1,0,completed,"0.044",,,,,,,,,,,
"1678172401.1044","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678172401.709727",0,0,1678172401,1,0,completed,"0.028",,,,,,,,,,,
"1678179600.1106","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678179600.445667",0,0,1678179601,1,0,completed,"0.221",,,,,,,,,,,
"1678179601.1107","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678179601.054760",0,0,1678179601,1,0,completed,"0.47800000000000004",,,,,,,,,,,
"1678179601.1108","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678179601.360373",0,0,1678179601,1,0,completed,"0.336",,,,,,,,,,,
"1678179601.1109","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678179601.569654",0,0,1678179601,1,0,completed,"0.493",,,,,,,,,,,
"1678179601.1110","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678179601.692279",0,0,1678179601,1,0,completed,"0.371",,,,,,,,,,,
"1678179601.1111","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678179601.705210",0,0,1678179601,1,0,completed,"0.248",,,,,,,,,,,
"1678179601.1112","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678179601.918258",0,0,1678179601,1,0,completed,"0.088",,,,,,,,,,,
"1678179602.1113","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678179602.319316",0,0,1678179602,1,0,completed,"0.098",,,,,,,,,,,
"1678179602.1114","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678179602.429186",0,0,1678179602,1,0,completed,"0.08",,,,,,,,,,,
"1678179602.1115","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678179602.456537",0,0,1678179602,1,0,completed,"0.10400000000000001",,,,,,,,,,,
"1678179602.1116","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678179602.518327",0,0,1678179602,1,0,completed,"0.116",,,,,,,,,,,
"1678179602.1117","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678179602.707411",0,0,1678179602,1,0,completed,"0.019",,,,,,,,,,,
"1678186800.1132","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678186800.332251",0,0,1678186800,1,0,completed,"0.342",,,,,,,,,,,
"1678186800.1133","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678186800.831304",0,0,1678186801,1,0,completed,"0.32",,,,,,,,,,,
"1678186800.1134","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678186800.914865",0,0,1678186801,1,0,completed,"0.299",,,,,,,,,,,
"1678186801.1137","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678186801.038579",0,0,1678186801,1,0,completed,"0.306",,,,,,,,,,,
"1678186801.1138","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678186801.124781",0,0,1678186801,1,0,completed,"0.16",,,,,,,,,,,
"1678186801.1139","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678186801.126530",0,0,1678186801,1,0,completed,"0.209",,,,,,,,,,,
"1678186801.1140","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678186801.473187",0,0,1678186801,1,0,completed,"0.182",,,,,,,,,,,
"1678186801.1141","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678186801.480871",0,0,1678186801,1,0,completed,"0.066",,,,,,,,,,,
"1678186801.1142","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678186801.535529",0,0,1678186801,1,0,completed,"0.045",,,,,,,,,,,
"1678186801.1143","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678186801.627217",0,0,1678186801,1,0,completed,"0.07200000000000001",,,,,,,,,,,
"1678190401.1151","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678190401.055079",0,0,1678190401,1,0,completed,"0.07200000000000001",,,,,,,,,,,
"1678190401.1152","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678190401.163785",0,0,1678190401,1,0,completed,"0.053",,,,,,,,,,,
"1678190401.1153","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678190401.219139",0,0,1678190401,1,0,completed,"0.039",,,,,,,,,,,
"1678190401.1154","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678190401.317857",0,0,1678190401,1,0,completed,"0.019",,,,,,,,,,,
"1678194000.1164","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678194000.970904",0,0,1678194001,1,0,completed,"0.531",,,,,,,,,,,
"1678194001.1165","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678194001.254829",0,0,1678194001,1,0,completed,"0.231",,,,,,,,,,,
"1678194001.1166","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678194001.406677",0,0,1678194001,1,0,completed,"0.20800000000000002",,,,,,,,,,,
"1678194001.1167","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678194001.656986",0,0,1678194001,1,0,completed,"0.255",,,,,,,,,,,
"1678194001.1168","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678194001.802522",0,0,1678194001,1,0,completed,"0.093",,,,,,,,,,,
"1678194001.1169","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678194001.914865",0,0,1678194001,1,0,completed,"0.14200000000000002",,,,,,,,,,,
"1678194001.1170","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678194001.978898",0,0,1678194002,1,0,completed,"0.147",,,,,,,,,,,
"1678194002.1171","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678194002.028372",0,0,1678194002,1,0,completed,"0.11800000000000001",,,,,,,,,,,
"1678194002.1172","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678194002.282301",0,0,1678194002,1,0,completed,"0.218",,,,,,,,,,,
"1678194002.1173","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678194002.306809",0,0,1678194002,1,0,completed,"0.34900000000000003",,,,,,,,,,,
"1678201200.1188","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678201200.968430",0,0,1678201201,1,0,completed,"0.308",,,,,,,,,,,
"1678201201.1189","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678201201.016950",0,0,1678201201,1,0,completed,"0.266",,,,,,,,,,,
"1678201201.1190","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678201201.027101",0,0,1678201201,1,0,completed,"0.28700000000000003",,,,,,,,,,,
"1678201201.1191","| rest splunk_server=local services/server/info","rhel.hwf.sc4s","1678201201.249254",0,0,1678201201,1,0,completed,"0.203",,,,,,,,,,,
"1678201201.1192","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678201201.432777",0,0,1678201201,1,0,completed,"0.198",,,,,,,,,,,
"1678201201.1194","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678201201.485132",0,0,1678201201,1,0,completed,"0.107",,,,,,,,,,,
"1678201201.1195","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678201201.617905",0,0,1678201201,1,0,completed,"0.2",,,,,,,,,,,
"1678201201.1196","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678201201.749014",0,0,1678201201,1,0,completed,"0.31",,,,,,,,,,,
"1678201201.1197","| rest services/server/info | sort splunk_server","rhel.hwf.sc4s","1678201201.780438",0,0,1678201201,1,0,completed,"0.274",,,,,,,,,,,
