sid,search,"splunk_server","_time","is_realtime","event_count","exec_time","result_count","scan_count",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time"
"1677935820.198","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677935820.573663",0,0,1677935820,0,0,canceled,"0.217",,,,,,,,,,,
"1677939420.203","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677939420.934130",0,0,1677939420,0,0,canceled,"0.211",,,,,,,,,,,
"1677943020.11","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677943020.580397",0,0,1677943020,0,0,canceled,"0.538",,,,,,,,,,,
"1677946620.80","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677946620.787505",0,0,1677946620,0,0,canceled,"0.28",,,,,,,,,,,
"1677950221.97","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677950221.180577",0,0,1677950221,0,0,canceled,"0.213",,,,,,,,,,,
"1677953820.104","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677953820.499122",0,0,1677953820,0,0,canceled,"0.212",,,,,,,,,,,
"1677957420.121","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677957420.943957",0,0,1677957420,0,0,canceled,"0.215",,,,,,,,,,,
"1677961020.128","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677961020.378745",0,0,1677961020,0,0,canceled,"0.20700000000000002",,,,,,,,,,,
"1677964620.148","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677964620.920767",0,0,1677964620,0,0,canceled,"0.23500000000000001",,,,,,,,,,,
"1677968220.155","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677968220.324993",0,0,1677968220,0,0,canceled,"0.211",,,,,,,,,,,
"1677971820.172","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677971820.805710",0,0,1677971820,0,0,canceled,"0.20700000000000002",,,,,,,,,,,
"1677975421.185","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677975421.215431",0,0,1677975421,0,0,canceled,"0.20700000000000002",,,,,,,,,,,
"1677979020.202","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677979020.672277",0,0,1677979020,0,0,canceled,"0.211",,,,,,,,,,,
"1677982621.209","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677982621.086728",0,0,1677982621,0,0,canceled,"0.20800000000000002",,,,,,,,,,,
"1677986220.226","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677986220.559438",0,0,1677986220,0,0,canceled,"0.224",,,,,,,,,,,
"1677989820.233","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677989820.944762",0,0,1677989820,0,0,canceled,"0.224",,,,,,,,,,,
"1677993420.250","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677993420.345133",0,0,1677993420,0,0,canceled,"0.221",,,,,,,,,,,
"1677997020.263","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1677997020.734004",0,0,1677997020,0,0,canceled,"0.23900000000000002",,,,,,,,,,,
"1678000621.280","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678000621.163321",0,0,1678000621,0,0,canceled,"0.23700000000000002",,,,,,,,,,,
"1678004220.334","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678004220.743308",0,0,1678004220,0,0,canceled,"0.227",,,,,,,,,,,
"1678007821.355","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678007821.213009",0,0,1678007821,0,0,canceled,"0.232",,,,,,,,,,,
"1678011420.362","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678011420.603349",0,0,1678011420,0,0,canceled,"0.22",,,,,,,,,,,
"1678015021.379","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678015021.031865",0,0,1678015021,0,0,canceled,"0.226",,,,,,,,,,,
"1678018620.392","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678018620.392197",0,0,1678018620,0,0,canceled,"0.225",,,,,,,,,,,
"1678022220.409","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678022220.880327",0,0,1678022220,0,0,canceled,"0.223",,,,,,,,,,,
"1678025820.416","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678025820.285110",0,0,1678025820,0,0,canceled,"0.224",,,,,,,,,,,
"1678029420.433","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678029420.661343",0,0,1678029420,0,0,canceled,"0.222",,,,,,,,,,,
"1678033020.440","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678033020.973206",0,0,1678033021,0,0,canceled,"0.228",,,,,,,,,,,
"1678036620.457","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678036620.316669",0,0,1678036620,0,0,canceled,"0.229",,,,,,,,,,,
"1678040220.464","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678040220.609757",0,0,1678040220,0,0,canceled,"0.222",,,,,,,,,,,
"1678043821.481","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678043821.080576",0,0,1678043821,0,0,canceled,"0.23",,,,,,,,,,,
"1678047420.488","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678047420.463508",0,0,1678047420,0,0,canceled,"0.221",,,,,,,,,,,
"1678051021.508","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678051021.078751",0,0,1678051021,0,0,canceled,"0.227",,,,,,,,,,,
"1678054620.515","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678054620.429785",0,0,1678054620,0,0,canceled,"0.22",,,,,,,,,,,
"1678058220.532","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678058220.891887",0,0,1678058220,0,0,canceled,"0.233",,,,,,,,,,,
"1678061820.545","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678061820.291216",0,0,1678061820,0,0,canceled,"0.217",,,,,,,,,,,
"1678065420.562","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678065420.543084",0,0,1678065420,0,0,canceled,"0.226",,,,,,,,,,,
"1678069020.569","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678069020.896797",0,0,1678069020,0,0,canceled,"0.224",,,,,,,,,,,
"1678072620.586","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678072620.304687",0,0,1678072620,0,0,canceled,"0.227",,,,,,,,,,,
"1678076220.593","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678076220.586438",0,0,1678076220,0,0,canceled,"0.225",,,,,,,,,,,
"1678079821.610","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678079821.076903",0,0,1678079821,0,0,canceled,"0.234",,,,,,,,,,,
"1678083420.623","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678083420.528795",0,0,1678083420,0,0,canceled,"0.225",,,,,,,,,,,
"1678087020.640","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678087020.970990",0,0,1678087021,0,0,canceled,"0.228",,,,,,,,,,,
"1678090621.736","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678090621.011267",0,0,1678090621,0,0,canceled,"0.233",,,,,,,,,,,
"1678094220.757","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678094220.357965",0,0,1678094220,0,0,canceled,"0.224",,,,,,,,,,,
"1678097820.764","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678097820.662606",0,0,1678097820,0,0,canceled,"0.234",,,,,,,,,,,
"1678101421.784","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678101421.185277",0,0,1678101421,0,0,canceled,"0.231",,,,,,,,,,,
"1678105020.797","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678105020.562057",0,0,1678105020,0,0,canceled,"0.226",,,,,,,,,,,
"1678108621.814","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678108621.105872",0,0,1678108621,0,0,canceled,"0.23",,,,,,,,,,,
"1678112220.821","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678112220.435912",0,0,1678112220,0,0,canceled,"0.226",,,,,,,,,,,
"1678115820.838","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678115820.778335",0,0,1678115820,0,0,canceled,"0.21",,,,,,,,,,,
"1678119421.845","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678119421.164271",0,0,1678119421,0,0,canceled,"0.218",,,,,,,,,,,
"1678123020.862","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678123020.528252",0,0,1678123020,0,0,canceled,"0.258",,,,,,,,,,,
"1678126620.869","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678126620.879783",0,0,1678126620,0,0,canceled,"0.20700000000000002",,,,,,,,,,,
"1678130221.886","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678130221.344978",0,0,1678130221,0,0,canceled,"0.29",,,,,,,,,,,
"1678133820.893","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678133820.645056",0,0,1678133820,0,0,canceled,"0.326",,,,,,,,,,,
"1678137421.913","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678137421.093325",0,0,1678137421,0,0,canceled,"0.24",,,,,,,,,,,
"1678141020.920","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678141020.391700",0,0,1678141020,0,0,canceled,"0.20800000000000002",,,,,,,,,,,
"1678144620.937","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678144620.800944",0,0,1678144620,0,0,canceled,"0.22",,,,,,,,,,,
"1678148220.950","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678148220.396943",0,0,1678148220,0,0,canceled,"0.324",,,,,,,,,,,
"1678151820.967","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678151820.663732",0,0,1678151820,0,0,canceled,"0.209",,,,,,,,,,,
"1678155421.974","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678155421.010342",0,0,1678155421,0,0,canceled,"0.219",,,,,,,,,,,
"1678159020.991","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678159020.303307",0,0,1678159020,0,0,canceled,"0.234",,,,,,,,,,,
"1678162620.998","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678162620.532856",0,0,1678162620,0,0,canceled,"0.218",,,,,,,,,,,
"1678166221.1015","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678166221.040455",0,0,1678166221,0,0,canceled,"0.225",,,,,,,,,,,
"1678169820.1028","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678169820.359520",0,0,1678169820,0,0,canceled,"0.23500000000000001",,,,,,,,,,,
"1678173420.1045","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678173420.662481",0,0,1678173420,0,0,canceled,"0.225",,,,,,,,,,,
"1678177021.1099","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678177021.223425",0,0,1678177021,0,0,canceled,"0.224",,,,,,,,,,,
"1678180620.1120","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678180620.615732",0,0,1678180620,0,0,canceled,"0.246",,,,,,,,,,,
"1678184220.1127","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678184220.978742",0,0,1678184221,0,0,canceled,"0.248",,,,,,,,,,,
"1678187820.1144","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678187820.341689",0,0,1678187820,0,0,canceled,"0.245",,,,,,,,,,,
"1678191421.1157","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678191421.014391",0,0,1678191421,0,0,canceled,"0.404",,,,,,,,,,,
"1678195020.1174","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678195020.527111",0,0,1678195020,0,0,canceled,"0.391",,,,,,,,,,,
"1678198620.1181","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678198620.838078",0,0,1678198620,0,0,canceled,"0.427",,,,,,,,,,,
"1678202220.1198","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678202220.954450",0,0,1678202220,0,0,canceled,"0.229",,,,,,,,,,,
"1678205820.1205","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""","rhel.hwf.sc4s","1678205820.510356",0,0,1678205820,0,0,canceled,"0.435",,,,,,,,,,,
